q1,q2,q3,q4,q5,q6,q7,x,y,z
-34,-19,-53,80,-77,-16,173,0.15,-0.206,0.486
-36,-108,171,138,83,-17,69,0.172,-0.704,0.449
-28,-105,111,60,127,60,142,-0.506,-0.182,0.239
32,2,-9,149,-68,29,154,0.615,0.257,0.065
-49,34,62,83,26,73,-148,0.642,0.114,0.338
-19,-31,-30,40,-170,-29,-86,0.548,-0.127,0.481
-31,-17,-114,125,-54,-63,-24,1.009,0.168,0.35
40,-52,-24,111,143,-28,-128,0.053,0.008,0.462
-99,-58,82,16,97,3,-127,0.081,0.005,0.268
14,-88,-78,59,149,-73,-106,-0.036,-0.36,0.734
-51,-56,13,11,35,-52,-133,-0.043,0.017,0.893
-24,50,101,106,-89,86,-128,0.067,-0.381,0.635
5,53,-148,132,144,84,-89,-0.173,-0.466,-0.279
-135,-42,54,10,101,77,118,-0.396,-0.087,-0.143
-141,-114,78,44,-60,-80,67,0.235,0.451,0.851
-21,-102,63,28,130,-43,-78,-0.314,0.062,0.849
-54,-58,-66,12,-37,93,92,0.544,-0.422,0.612
-28,5,46,95,-121,-60,-82,0.455,0.3,0.568
-26,7,119,132,29,-33,82,0.494,-0.606,0.725
-34,-116,12,54,151,-65,117,-0.402,0.321,0.377
-129,-122,116,30,60,106,-11,0.684,0.296,0.191
-138,-65,171,34,-8,-38,-23,-0.405,0.294,0.469
-31,-63,169,62,136,25,-133,-0.413,-0.034,1.063
-88,51,156,128,-9,104,7,0.181,-0.315,0.324
-47,-54,-36,28,4,98,-127,-0.128,-0.115,0.071
-49,-96,-29,60,-109,-66,-84,-0.111,-0.075,0.128
-44,-48,-159,31,33,-57,-48,0.817,-0.515,-0.09
-86,38,96,115,-166,60,-16,-0.35,-0.081,0.562
47,51,66,11,-78,-35,-116,-0.339,0.03,0.285
-83,21,-71,74,115,-22,145,-0.228,-0.545,-0.012
-85,4,-161,23,0,103,-86,0.533,0.141,0.222
-84,19,-168,38,-30,-35,-137,0.201,-0.308,0.795
-95,-75,-156,38,130,34,29,0.101,-0.264,0.903
-85,-21,-90,73,-12,-65,-129,0.121,0.239,-0.194
-5,8,145,101,-123,-68,-111,0.533,0.852,0.193
-128,-39,87,18,-10,18,62,0.376,0.755,0.466
-51,-69,11,66,-114,97,-71,-0.258,0.021,0.701
-65,-64,153,100,33,-71,-7,0.358,0.475,0.712
45,-35,-24,51,11,88,-31,0.545,-0.059,-0.582
29,13,148,82,23,50,57,-0.209,-0.037,1.274
-63,-103,124,59,134,96,-40,0.221,-0.309,0.461
28,3,-148,35,-17,14,53,0.125,-0.15,0.202
-23,-95,95,113,-139,-54,-2,0.2,-0.004,0.879
-65,-54,-129,91,130,74,-28,0.137,-0.259,0.187
-97,17,-157,85,136,46,34,-0.028,0.202,0.699
30,29,-62,69,-15,61,-54,-0.444,0.288,-0.274
26,-89,-148,81,-38,108,3,-0.372,-0.534,0.851
-89,56,66,77,34,-60,-40,-0.334,0.205,0.343
16,40,-121,43,-112,105,68,-0.799,0.04,0.172
-23,-37,90,135,142,-15,-69,-0.145,0.044,0.261
-46,-123,168,41,-67,-28,141,-0.148,-0.249,0.058
-80,7,-74,8,-12,-71,74,-0.147,0.75,0.529
-118,28,-135,17,-154,52,-11,-0.073,-0.112,-0.003
-128,38,84,59,-15,-20,-91,0.244,-0.366,0.209
-131,-91,159,149,64,73,-121,0.222,-0.465,-0.049
-6,-27,108,99,67,-36,45,-0.025,-0.324,0.68
-127,-24,2,145,-28,36,-155,0.422,-0.52,0.773
-139,-64,-37,111,5,22,-14,-0.043,-0.118,0.577
-46,-42,37,87,-51,40,131,-0.61,-0.337,0.48
-19,14,35,52,-135,-63,121,0.338,0.144,1.016
-10,-46,18,76,-40,38,101,0.92,0.241,0.431
-8,-67,83,96,-138,103,106,-0.252,-0.087,-0.129
-14,-71,-148,60,-157,116,-125,-0.045,0.45,0.232
-40,-72,-115,148,87,95,-146,-0.297,-0.327,-0.205
-121,-22,-8,53,62,-18,-11,-0.187,-0.645,0.234
-119,-60,-164,102,32,62,139,0.269,-0.845,0.216
-117,19,-46,101,16,-76,-100,0.283,0.264,1.163
-37,3,69,68,6,-58,58,0.672,0.022,0.224
-67,-95,104,19,-63,0,2,0.511,-0.45,0.971
-112,29,-2,57,34,35,-115,0.508,-0.326,0.281
1,-61,-158,128,126,-35,31,0.321,0.117,0.582
50,1,-96,141,96,91,-61,0.138,0.064,0.437
-84,9,-107,92,-50,104,-32,-0.526,0.183,0.283
36,-64,149,135,-167,111,-118,0.103,0.176,0.119
-112,31,-25,45,2,-58,-46,0.329,0.244,0.955
1,-93,81,80,15,93,41,0.239,0.479,0.889
-104,-119,-51,-2,-20,-1,51,0.247,-0.242,0.509
-95,33,73,149,111,82,-21,0.685,-0.241,0.043
-86,43,-121,98,43,91,117,0.36,-0.145,0.262
-96,-93,-82,2,-27,-51,5,-0.647,-0.093,0.034
21,17,-73,146,-59,-10,-22,0.521,-0.202,-0.045
-6,43,108,50,18,-29,104,-0.179,-0.157,0.87
20,-122,43,126,111,-81,-169,0.654,-0.615,-0.093
-17,-57,171,88,-128,-23,127,0.264,-0.096,0.904
-75,-82,9,114,-53,35,-172,-0.336,-0.244,0.634
-56,-1,-83,91,-153,-68,52,0.177,-0.559,0.155
-91,-94,-87,95,150,33,-107,-0.657,-0.09,0.82
48,-31,-92,51,-48,-28,118,0.215,-0.236,0.722
6,-67,-84,115,120,79,-87,0.569,-0.24,0.369
-56,28,-13,146,70,103,9,0.098,-0.383,0.361
47,-104,-40,83,-24,39,-120,-0.483,0.524,0.54
-7,-5,-162,17,-4,80,158,0.033,-0.706,0.541
-62,-71,67,44,83,90,-104,0.202,-0.689,0.424
-28,-18,95,77,144,-70,53,-0.882,-0.304,0.313
-20,-12,152,120,155,22,129,0.187,-0.245,0.875
-41,39,42,28,60,26,-37,0.065,-0.061,0.857
-52,38,65,10,5,101,54,-0.077,-0.67,0.28
16,-53,-45,20,-46,-45,-71,0.155,0.764,0.48
48,-8,-119,124,-54,108,26,-0.431,0.253,0.098
-37,11,55,71,-94,-57,-61,0.492,-0.645,0.337
-124,-12,-19,145,-73,58,-14,-0.164,0.701,0.859
-117,-72,-14,123,74,10,95,-0.029,0.285,0.326
5,-14,-165,110,169,-59,-69,-0.443,-0.059,0.206
-125,-104,-110,132,-26,89,-7,0.756,-0.1,-0.349
-87,-41,57,74,-27,-35,65,0.361,-0.1,0.341
-75,2,-17,15,36,94,-72,0.116,0.318,-0.283
-85,-121,161,26,-5,-37,-58,0.503,0.742,0.222
40,36,76,25,-20,2,-4,0.625,-0.061,0.587
-94,39,107,4,96,-73,-40,0.179,0.068,0.627
-106,-13,129,29,-161,93,-88,-0.252,0.388,0.7
-92,-4,32,70,106,32,-68,0.336,0.589,-0.406
-141,-87,-143,139,55,70,115,-0.881,-0.395,0.58
-43,-68,8,104,12,-77,128,0.115,0.318,-0.024
21,-33,-38,102,99,-74,56,0.607,0.001,0.791
-113,10,-41,7,37,56,115,0.004,-0.752,-0.365
-92,-17,-25,61,-94,-50,-72,-0.046,0.486,0.846
16,35,-130,138,74,-9,17,-0.015,0.544,0.16
-70,34,-105,97,-117,36,-9,-0.243,0.062,-0.011
2,-13,82,104,36,-8,28,0.05,0.228,0.224
-72,-97,48,44,-4,17,-16,-0.295,0.681,-0.06
-10,-95,12,34,149,-48,-109,0.176,0.345,0.767
-37,-16,14,142,37,-9,42,-0.015,-0.213,-0.02
-127,-7,139,83,-71,77,101,0.048,0.128,1.094
-99,-102,165,104,4,-62,88,-0.294,0.008,0.744
-64,-113,162,105,134,-78,-79,0.197,0.01,0.851
-124,14,170,49,-110,-18,-9,0.254,0.264,0.887
-108,10,-49,48,64,106,-162,-0.439,0.16,0.632
-52,-8,82,91,97,-57,-51,-0.329,-0.205,0.667
-42,-44,-128,79,-91,57,-125,-0.269,-0.386,0.257
-9,-68,-74,132,8,0,-140,-0.905,-0.252,0.804
-48,-121,-36,83,-48,21,-24,0.248,-0.418,-0.029
-120,-29,9,122,113,119,-170,0.585,0.053,-0.062
45,-9,-4,37,-79,-49,29,0.417,-0.608,0.286
-106,6,-119,73,-105,-4,-53,-0.039,-0.241,0.371
18,-5,-130,99,1,69,-150,-0.179,-0.787,0.223
-130,-101,-120,87,3,61,72,-0.009,-0.31,0.965
-13,15,62,106,150,-5,79,0.405,-0.828,0.137
-10,-60,-143,42,64,-17,-27,0.168,0.555,0.359
-58,21,-147,58,115,9,-132,-0.137,-0.334,0.575
-135,13,12,64,171,108,-118,-0.715,0.374,0.518
22,50,108,147,-47,-5,-6,-0.383,-0.469,0.616
-63,-66,-9,32,165,-87,164,0.257,-0.902,0.051
-105,39,-166,9,7,67,81,-0.35,0.374,0.661
-83,-79,150,104,15,35,-137,0.023,-0.369,0.17
35,-102,-157,39,-111,-24,83,0.458,0.035,0.918
21,12,-116,48,-13,75,121,-0.486,-0.212,0.421
-126,-64,-8,133,-73,-10,145,-0.212,-0.354,0.677
-28,-76,-98,72,-163,-7,73,0.275,-0.523,0.338
30,-96,-142,1,-25,116,18,-0.042,0.484,0.131
-45,-18,-98,32,141,11,-58,0.501,-0.103,0.912
-18,-115,-80,88,-114,87,64,0.03,-0.879,0.16
0,-3,49,132,34,62,-137,-0.048,-0.908,-0.065
-50,12,-73,8,-143,11,-168,-0.348,0.431,0.635
-3,49,100,98,142,-17,94,-0.196,0.352,0.341
-41,-115,99,141,-45,5,50,-0.227,0.487,0.299
-129,-115,1,127,13,-15,64,0.557,0.067,0.498
-9,35,70,130,-17,-85,90,-0.273,0.387,0.076
-84,-67,-10,119,-146,-31,85,-0.957,-0.112,-0.093
31,32,-95,119,-58,-44,-163,0.448,-0.149,1.176
-34,-116,103,53,136,43,-72,0.152,-0.286,0.025
-79,52,-18,126,100,93,34,-0.648,0.727,0.357
-15,-98,-78,14,-97,18,118,-0.71,-0.319,0.561
-18,-109,108,-2,-74,32,132,0.45,-0.28,0.577
-113,-110,-81,9,143,-47,43,-0.239,-0.216,-0.048
-125,-37,-11,144,94,82,-42,0.634,0.203,1.055
48,-32,5,-2,62,-79,148,0.079,0.41,0.474
-53,-16,74,76,-7,-6,-49,-0.638,0.775,0.122
42,-47,-54,100,-20,119,-135,-0.657,0.539,-0.107
-33,-24,124,17,122,5,142,0.284,-0.653,0.606
-37,-49,-13,147,133,56,2,0.445,-0.5,0.398
40,-34,-119,-3,85,63,140,0.173,0.149,0.741
-110,-49,101,92,-41,60,23,-0.175,0.044,0.57
1,-55,36,107,63,-45,77,0.752,0.616,0.519
-18,-89,131,30,119,-32,-7,-0.392,-0.491,0.108
11,-31,-81,123,-117,82,56,-0.474,-0.129,0.19
-89,-10,57,41,12,-52,75,-0.358,0.092,0.166
-12,57,92,109,-140,5,-28,-0.165,-0.396,0.554
9,-78,-117,16,108,-42,-137,0.214,-0.027,0.413
-117,-23,4,74,-30,-7,-150,-0.506,0.526,-0.187
-43,39,44,71,144,-26,135,0.776,0.155,-0.039
2,-110,34,79,116,117,9,0.257,-0.074,0.202
-141,-61,41,28,-148,33,-105,-0.134,-0.34,0.569
31,-120,-26,109,137,6,-119,-0.047,-0.673,0.522
29,-77,-80,148,92,-54,-20,0.287,-0.053,0.364
-128,54,-74,132,-138,2,137,0.157,0.534,-0.204
-2,19,154,133,-84,-61,107,0.044,-0.012,1.105
-9,54,-134,127,-24,102,-112,-0.544,0.435,0.326
-41,-4,112,97,92,-80,40,-0.096,0.56,0.595
-51,-2,-33,92,16,3,75,-0.027,0.008,0.182
-121,4,138,39,34,-53,-156,-0.111,0.301,0.505
-17,-65,27,144,-110,48,-173,0.578,-0.178,-0.064
20,-85,-122,129,121,101,149,-0.203,0.359,0.039
7,50,133,112,-79,27,148,0.045,-0.407,0.595
24,29,-40,68,-114,116,-128,-0.224,0.052,-0.153
-140,-81,-35,8,-165,1,53,0.472,-0.448,0.832
-12,-35,44,70,-166,-50,160,0.408,-0.703,-0.291
-113,-68,48,115,172,-45,-153,-0.046,0.153,0.904
-65,20,114,51,-82,97,45,-0.586,-0.353,0.323
11,50,37,147,33,47,-101,-0.164,0.041,0.365
-45,-68,10,93,-136,53,104,0.08,-0.603,0.356
-87,-18,4,49,-156,51,84,0.374,0.772,0.511
48,25,25,9,115,118,93,-0.438,0.278,0.472
-92,19,131,60,-23,59,-137,-0.046,-0.057,0.328
-71,9,134,128,98,119,-108,0.259,-0.144,-0.277
9,-7,-109,108,109,-21,-117,0.486,0.144,0.298
47,-95,-41,38,-24,37,-91,0.667,-0.103,0.914
-110,54,-147,82,-105,15,-53,0.046,0.663,0.189
-78,52,74,42,-151,-82,-143,-0.241,-0.577,0.516
43,-119,53,2,-90,115,174,0.352,0.154,0.921
-104,-77,-159,93,-165,4,161,0.257,-0.253,0.31
-26,43,-101,28,-77,-38,80,-0.161,-0.533,0.329
-139,-28,121,80,71,45,49,-0.404,-0.361,0.523
23,36,59,114,-9,68,-76,0.156,0.572,-0.25
-123,-78,135,44,-125,-77,-58,0.554,0.193,-0.256
-134,24,104,74,64,73,104,0.291,0.463,0.536
31,-111,-58,64,93,-12,28,0.164,-0.863,0.641
-94,-103,128,115,-95,31,-80,-0.129,0.062,-0.495
-16,-74,172,21,-151,35,-103,-0.68,0.095,0.355
-51,-116,-173,72,-106,7,95,0.251,0.226,-0.013
49,-96,-46,101,91,41,-175,-0.511,0.122,0.504
-26,-81,169,21,-56,-65,-131,-0.184,-0.461,0.726
-111,-52,-129,68,138,-59,15,0.126,-0.406,0.369
-89,-43,-24,129,-72,-75,171,-0.146,-0.411,-0.082
-103,-103,96,138,33,-49,58,-0.277,0.682,-0.214
-69,-34,172,118,118,-72,-123,-0.222,-0.15,0.27
-42,33,160,38,-48,-33,-41,-0.378,0.726,0.628
-35,-25,-82,60,75,-63,-21,0.364,0.315,0.282
20,43,69,66,44,-78,-139,0.289,-0.144,0.686
-2,-93,127,91,134,94,31,-0.34,-0.112,-0.186
25,11,-84,43,171,-33,-94,-0.721,-0.027,0.188
-108,-81,-109,115,-135,22,154,-0.264,-0.117,0.592
-112,-53,-27,2,-6,54,-106,0.559,-0.058,-0.036
-50,54,-39,102,84,-52,158,0.36,-0.48,0.391
-112,-70,-88,27,-154,42,-147,0.187,0.236,0.597
-54,7,-11,11,144,25,99,0.022,0.729,0.551
-84,23,-30,39,-53,24,-66,0.571,0.238,-0.038
-47,-40,54,89,8,84,11,-0.216,0.544,0.143
-140,-16,-168,19,-103,21,2,-0.688,-0.099,0.003
-120,-47,86,130,17,-26,-7,0.073,0.118,-0.272
3,-36,95,7,61,14,-3,-0.685,0.64,0.149
-49,20,-160,59,-36,83,118,-0.29,-0.014,0.555
-80,-98,-52,114,17,-70,-57,0.837,0.4,0.345
-90,20,-18,119,74,61,-72,-0.299,-0.35,0.868
-43,-104,91,102,-61,100,-84,0.525,0.602,-0.181
-124,-69,147,23,-151,-6,-15,-0.059,0.685,0.498
24,18,53,96,-93,-47,-70,0.113,0.31,0.363
-131,-4,4,112,104,-80,-14,0.219,0.294,-0.207
34,-80,-91,82,24,65,69,-0.641,0.478,0.304
-6,1,99,139,173,101,131,0.726,-0.304,0.95
-140,-52,25,22,173,87,-40,-0.395,-0.223,0.293
9,-46,77,142,19,101,-129,0.148,0.106,0.798
40,-117,-73,131,-2,-20,-9,0.401,0.702,0.134
37,-18,38,63,-62,75,-106,0.486,-0.683,0.922
-18,6,-160,142,-133,112,174,-0.206,0.299,0.21
-76,-99,43,60,-22,-53,49,0.185,-0.054,0.343
-102,-94,-56,148,-42,55,-117,-0.46,-0.163,0.582
-83,-105,-139,117,-86,39,116,0.254,-0.113,0.518
-89,52,61,4,-82,36,-129,0.311,-0.111,0.55
9,-41,-129,7,43,43,-18,-0.183,0.867,-0.158
-65,6,-26,95,-120,95,-77,-0.465,0.22,1.054
-130,48,88,5,8,5,-14,0.769,0.093,0.079
-74,-114,-118,32,-83,-29,-42,-0.001,-0.286,0.881
39,-93,-11,44,90,108,109,0.301,0.695,0.87
-28,-93,-11,133,114,113,66,-0.904,-0.484,0.341
-46,45,51,139,-32,35,-40,-0.439,-0.466,0.641
-110,-78,-83,129,99,-63,-173,-0.523,0.157,0.125
-112,-50,-52,60,-41,-56,-130,-0.281,-0.304,0.332
-54,-23,-123,59,-122,83,-19,-0.734,0.171,0.127
-5,-80,-150,35,38,-84,-91,0.511,0.122,0.088
-17,-53,-27,112,120,-34,150,0.387,0.187,-0.189
-126,-49,1,97,63,64,-152,-0.028,-0.391,0.013
29,-85,-48,133,-155,87,-118,-0.32,-0.107,-0.543
-16,-37,-41,143,32,52,-50,-0.587,0.379,0.688
-35,-50,1,15,21,-9,-62,-0.199,0.206,0.334
-81,5,128,17,65,72,-20,0.062,-0.292,0.585
-16,-92,-71,115,56,-69,40,-0.354,0.439,0.853
-87,-3,64,-3,-173,-69,-125,-0.183,-0.354,0.495
-18,-44,172,66,170,93,141,-0.236,0.525,0.453
-76,-26,-122,75,-148,22,93,-0.297,-0.082,0.77
-84,-123,85,134,5,46,-69,-0.546,-0.365,-0.097
-36,-61,-63,59,-131,77,125,0.262,-0.104,0.325
39,-70,7,65,7,50,110,-0.156,0.367,0.923
-30,-109,-82,58,91,-45,122,0.279,-0.34,0.81
-74,-22,162,101,7,-23,23,0.692,-0.088,0.31
-94,-48,-64,12,-127,-76,113,0.866,-0.144,-0.162
-39,-5,126,15,-9,51,103,-0.398,-0.507,-0.108
-107,46,-73,118,106,65,113,0.431,-0.394,-0.141
-9,-81,-63,121,-131,-24,133,-0.679,0.182,0.156
-68,-87,-45,48,-161,4,140,-0.023,0.389,0.702
-24,-17,143,139,-33,79,160,0.657,0.313,0.178
47,-118,165,71,-103,-65,-150,-0.437,-0.263,0.23
15,-95,-33,106,67,62,-166,0.179,-0.481,0.942
-104,-93,105,116,-25,23,103,-0.137,0.151,0.838
-20,-9,148,142,-174,114,109,0.222,0.219,0.08
-49,-67,-1,118,22,50,-12,0.278,0.85,0.262
-47,-65,-151,57,102,66,156,0.372,0.316,0.482
-112,4,59,0,-109,15,-134,0.184,-0.574,0.248
38,-46,22,63,23,88,-127,-0.469,-0.806,-0.012
-3,-38,102,86,-67,47,-96,0.055,0.25,0.635
8,-49,109,54,74,55,26,0.008,0.104,0.03
21,-78,53,27,158,-3,50,0.093,-0.102,-0.117
7,-66,-145,85,-71,-64,83,0.189,0.119,0.527
-68,-12,145,59,-91,36,107,0.286,0.128,0.119
-63,25,-86,49,-139,-82,45,0.299,-0.448,0.899
-84,23,38,45,4,33,85,0.135,0.809,0.271
-138,-108,-137,16,-25,85,-145,-0.133,-0.061,0.744
14,-41,-52,6,140,-5,-123,0.666,-0.16,-0.277
30,-117,83,141,-3,73,69,-0.011,-0.012,0.169
-106,-108,20,124,98,116,159,0.148,-0.136,0.39
19,-77,129,33,14,71,173,-0.005,-0.337,-0.116
-38,-33,-146,86,165,99,5,-0.555,-0.061,-0.052
-61,-75,100,83,35,-69,-131,0.391,0.741,0.754
-95,-28,71,71,-125,76,-139,0.056,0.315,-0.318
5,-78,123,133,5,-45,147,-0.765,-0.388,-0.041
19,57,141,26,-112,58,101,-0.224,0.227,0.961
49,-3,-151,85,61,63,14,-0.261,-0.318,0.668
4,-108,46,73,6,59,-134,0.194,0.153,0.765
-73,-90,90,61,141,111,-168,0.538,0.13,0.449
32,-81,-80,41,2,81,173,0.575,0.145,0.057
-112,-50,69,69,-51,15,107,0.339,0.056,0.874
39,-122,-88,84,9,-5,-35,-0.003,-0.501,0.556
-74,-66,-139,3,137,63,43,0.357,0.294,0.656
-99,58,89,95,80,41,21,0.156,0.681,0.479
-38,-32,-130,136,158,-86,174,0.026,-0.315,0.727
-41,52,163,22,-145,108,39,-0.047,0.313,0.746
-16,41,88,147,-101,49,135,0.56,0.16,0.398
-26,-105,37,105,81,46,-147,0.147,-0.614,0.631
-62,-84,100,102,-55,-58,-69,0.373,-0.558,0.542
-74,-92,-119,83,-111,89,50,0.41,0.149,-0.472
-114,24,-99,114,112,-16,-159,-0.296,0.304,0.722
-58,-35,131,104,-24,-52,41,-0.294,-0.552,0.428
-108,-85,81,9,-12,-69,-127,-0.258,-0.226,0.735
-126,-100,74,80,1,-66,-51,0.279,-0.034,0.855
-3,-11,25,113,-57,1,-117,-0.901,0.459,0.361
-136,-121,-73,85,101,105,132,0.011,-0.51,0.291
-51,48,-154,20,-140,-63,67,-0.429,-0.359,-0.472
-45,34,-172,52,169,24,-150,-0.097,-0.834,0.506
-41,-26,20,83,-124,3,-46,-0.01,-0.29,0.56
-35,-116,-71,22,37,89,90,-0.416,0.262,-0.132
-91,22,-16,16,114,42,52,0.028,0.054,-0.295
-29,55,168,114,34,-3,136,0.362,0.245,0.547
-42,52,-1,79,31,6,-27,-0.129,0.029,0.767
-52,-14,142,68,169,-59,-40,0.21,0.32,0.311
-33,7,147,5,-93,-73,-103,-0.25,-0.423,0.792
-29,-88,-71,133,-103,74,155,0.429,0.384,0.766
-88,-113,-127,102,8,28,-162,0.059,-0.341,0.472
-127,-67,164,87,-103,-9,-87,-0.042,-0.552,0.384
-88,53,-164,116,-157,29,72,0.12,-0.562,0.358
-122,-108,56,87,-85,24,-165,0.568,0.537,0.543
-64,-2,166,39,-100,-23,-114,-0.042,0.215,-0.18
-125,-95,65,132,-27,97,119,-0.056,-0.217,0.822
-139,38,52,115,-66,68,130,0.625,0.059,0.31
-86,-93,131,126,-158,21,-134,0.128,0.565,0.781
-105,-33,-93,116,-127,96,-49,-0.026,-0.302,0.781
44,-95,-90,41,85,-31,-72,-0.335,-0.014,-0.068
43,39,128,102,-89,-26,-112,0.718,-0.334,0.723
44,-3,-145,98,-166,7,-81,0.41,-0.304,0.532
-23,-86,-153,125,-129,118,-4,0.053,0.938,0.145
-38,-51,41,71,-108,-13,61,-0.683,0.102,0.104
11,54,90,73,58,-71,172,-0.227,0.506,0.242
-79,36,21,27,-155,14,-3,0.233,-0.277,-0.208
-41,-106,-153,121,-14,-82,56,0.203,0.235,1.032
-8,-16,-101,54,-93,72,-152,-0.314,-0.367,0.106
3,-119,129,146,5,56,-102,0.37,-0.135,0.999
-15,-97,-33,86,132,-79,-139,-0.322,0.274,-0.177
-74,-62,-107,108,171,18,122,0.694,0.568,0.568
-32,37,73,44,-118,94,44,-0.554,0.209,1.042
-37,-50,-61,118,-46,107,-113,0.693,-0.006,0.756
-33,19,110,128,117,-82,24,0.432,0.37,0.406
-27,-88,20,9,-112,-73,-56,-0.193,-0.188,0.351
-79,-90,169,35,-72,-19,-152,-0.148,0.506,0.054
-16,-61,143,-1,168,22,-121,-0.463,0.093,0.274
-132,-40,-3,98,-78,31,172,-0.292,0.358,0.124
-49,-4,48,112,143,-52,56,0.268,0.175,-0.25
-47,-9,123,15,-128,115,-94,-0.433,0.388,-0.133
37,-56,63,136,87,89,-156,-0.332,-0.336,0.755
-119,36,166,5,4,69,-64,-0.444,-0.322,0.83
-77,-85,116,38,123,-72,-54,-0.573,-0.278,0.106
-97,41,-103,50,54,90,130,0.079,0.417,-0.227
-54,42,120,55,3,-6,-3,0.374,0.621,0.299
-1,-77,-42,92,-44,114,84,-0.21,0.046,0.874
50,-117,-71,120,-22,71,165,0.213,-0.767,-0.016
-104,-83,136,57,140,-48,-59,0.421,0.421,0.558
-8,34,92,1,-129,59,-52,-0.679,-0.176,0.257
41,-5,-27,80,-21,21,-4,-0.219,-0.288,0.524
14,-21,146,93,132,-82,-170,0.615,-0.37,0.571
-90,9,26,8,150,40,-84,-0.402,0.322,-0.087
-118,14,64,10,-14,-74,61,0.569,0.195,0.039
-121,30,148,142,35,102,-104,0.216,0.142,-0.019
-113,14,128,24,-174,-47,-15,0.613,-0.214,0.537
-8,14,-89,76,5,-60,103,-0.308,-0.576,0.576
-7,-40,21,149,-149,-63,117,-0.522,0.148,0.651
-31,42,-147,73,146,66,154,-0.358,-0.212,0.204
-119,-64,154,83,103,-51,0,-0.592,-0.384,-0.035
-125,-83,77,133,-73,48,-41,-0.491,0.026,0.39
-86,-43,-122,117,-37,-68,164,-0.434,0.414,0.138
16,23,156,144,101,-13,173,0.399,0.646,-0.211
24,-21,125,7,-161,-20,-170,-0.756,0.089,0.598
-36,-5,19,26,5,44,54,0.367,0.974,0.186
-136,25,63,117,158,7,85,0.486,0.001,0.358
-71,-48,38,59,9,-73,-104,-0.113,0.068,-0.07
-100,-51,-58,97,11,-65,25,0.268,-0.283,0.371
-118,-29,-7,13,-142,84,161,0.518,0.139,-0.216
-11,-13,-42,67,126,114,42,0.276,0.369,0.798
-133,-45,130,121,-49,74,92,-0.676,0.224,0.246
-98,-111,-26,119,-60,-10,114,-0.331,0.485,-0.051
18,-56,91,45,-102,108,-43,0.428,0.053,1.068
-108,44,110,-2,89,30,-11,0.526,-0.055,0.681
-67,-60,-83,103,84,-76,-161,0.011,0.529,0.662
-53,-88,-145,59,19,-68,2,-0.209,0.445,0.294
50,-35,172,6,49,42,89,0.009,-0.691,0.107
40,59,-136,73,97,-24,-120,0.146,-0.156,0.038
32,-121,142,75,-84,80,75,-0.245,-0.609,0.638
-112,-15,-15,135,74,-56,-24,0.082,0.234,-0.303
-104,-108,36,116,-29,42,151,0.213,-0.057,0.051
-125,-119,112,70,-156,32,161,0.728,-0.177,0.879
-37,-76,147,117,104,10,61,0.172,0.031,0.477
20,-121,-56,6,122,115,158,0.072,-0.646,0.091
-116,28,19,44,-129,98,-94,-0.122,0.36,-0.291
1,43,33,61,-69,50,-170,0.403,-0.012,0.828
-81,-18,88,96,-46,-36,-158,0.813,0.117,0.523
-6,14,112,147,54,-66,123,0.259,-0.337,0.304
-94,-119,-24,64,152,-9,-9,0.513,0.176,0.512
-38,-73,150,22,167,-80,-96,-0.126,-0.389,0.553
-64,-36,-72,92,-34,-56,124,0.438,-0.255,-0.077
-100,24,53,118,-39,-16,112,-0.261,0.067,0.551
-18,33,-28,36,-44,45,41,0.644,0.461,-0.044
-75,-105,161,70,161,-65,113,0.551,-0.319,0.594
-94,-43,91,110,29,-9,-170,0.035,0.106,0.381
-43,18,-80,145,173,30,112,-0.603,-0.362,0.624
-5,-121,39,130,49,114,70,0.314,-0.249,0.838
-3,-33,-12,89,-92,-39,-1,0.425,-0.005,0.881
11,14,31,102,99,71,173,-0.587,-0.531,0.491
-80,-76,-161,117,60,92,83,0.112,0.207,0.53
-30,-66,-150,9,83,-78,4,0.366,-0.19,0.279
-122,-95,52,89,-52,-54,-148,0.334,0.148,0.844
11,-6,23,1,-96,-43,-90,-0.13,0.139,1.168
26,-110,-85,112,-163,-26,-175,0.039,-0.511,-0.259
-25,-50,97,64,171,-80,150,-0.365,0.2,0.753
-127,-51,3,36,101,3,-105,0.047,0.294,0.769
-59,-26,150,87,-146,49,-159,0.582,0.255,0.468
-84,16,-4,33,108,99,132,0.064,0.223,-0.424
-25,-22,31,43,141,52,132,0.452,-0.161,-0.161
-102,-29,46,135,34,-43,-120,0.256,0.028,-0.089
29,-77,10,45,-165,46,124,0.246,0.674,0.159
-90,-57,132,93,-128,95,7,-0.19,0.598,0.617
-81,-7,-30,59,21,-45,102,0.103,0.441,0.699
-69,-43,-92,117,-157,75,154,0.472,-0.069,-0.091
-68,-117,56,118,-91,-1,-154,0.59,0.631,0.102
11,-32,131,66,-155,62,-134,-0.388,0.324,0.163
-60,-11,-30,90,-114,23,29,-0.708,0.112,0.096
-78,-49,138,22,-21,34,-136,-0.401,0.23,0.216
-141,0,-32,123,157,118,-162,-0.071,0.439,0.348
-84,-52,-62,88,69,-67,35,0.335,0.522,0.578
-8,-16,-10,108,75,-36,92,-0.087,-0.362,-0.366
-122,-73,-66,2,130,75,-9,-0.518,-0.584,0.325
10,9,40,5,-141,28,-160,-0.2,0.291,0.22
